CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2020,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,*
2020,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,17
2020,CA-612,Asian or Asian American,Alone,12
2020,CA-612,Asian or Asian American,In_Combination,*
2020,CA-612,"Black, African American or African",Alone,167
2020,CA-612,"Black, African American or African",In_Combination,18
2020,CA-612,Hispanic/Latina/e/o,Alone,*
2020,CA-612,Hispanic/Latina/e/o,In_Combination,237
2020,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-612,White,Alone,144
2020,CA-612,White,In_Combination,224
2020,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2020,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2020,CA-613,Asian or Asian American,Alone,*
2020,CA-613,Asian or Asian American,In_Combination,*
2020,CA-613,"Black, African American or African",Alone,45
2020,CA-613,"Black, African American or African",In_Combination,14
2020,CA-613,Hispanic/Latina/e/o,Alone,32
2020,CA-613,Hispanic/Latina/e/o,In_Combination,709
2020,CA-613,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-613,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-613,White,Alone,117
2020,CA-613,White,In_Combination,695
2020,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,29
2020,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,56
2020,CA-614,Asian or Asian American,Alone,*
2020,CA-614,Asian or Asian American,In_Combination,*
2020,CA-614,"Black, African American or African",Alone,77
2020,CA-614,"Black, African American or African",In_Combination,39
2020,CA-614,Hispanic/Latina/e/o,Alone,134
2020,CA-614,Hispanic/Latina/e/o,In_Combination,428
2020,CA-614,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-614,Native Hawaiian or Pacific Islander,In_Combination,11
2020,CA-614,White,Alone,896
2020,CA-614,White,In_Combination,447
2021,All,"American Indian, Alaska Native, or Indigenous",Alone,3047
2021,All,"American Indian, Alaska Native, or Indigenous",In_Combination,9958
2021,All,Asian or Asian American,Alone,4635
2021,All,Asian or Asian American,In_Combination,1992
2021,All,"Black, African American or African",Alone,69338
2021,All,"Black, African American or African",In_Combination,9928
2021,All,Hispanic/Latina/e/o,Alone,9740
2021,All,Hispanic/Latina/e/o,In_Combination,83557
2021,All,Native Hawaiian or Pacific Islander,Alone,2416
2021,All,Native Hawaiian or Pacific Islander,In_Combination,2436
2021,All,White,Alone,75293
2021,All,White,In_Combination,78631
2021,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,163
2021,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,1101
2021,CA-500,Asian or Asian American,Alone,734
2021,CA-500,Asian or Asian American,In_Combination,199
2021,CA-500,"Black, African American or African",Alone,1576
2021,CA-500,"Black, African American or African",In_Combination,535
2021,CA-500,Hispanic/Latina/e/o,Alone,953
2021,CA-500,Hispanic/Latina/e/o,In_Combination,5923
2021,CA-500,Native Hawaiian or Pacific Islander,Alone,210
2021,CA-500,Native Hawaiian or Pacific Islander,In_Combination,213
2021,CA-500,White,Alone,2604
2021,CA-500,White,In_Combination,5168
2021,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,241
2021,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,836
2021,CA-501,Asian or Asian American,Alone,483
2021,CA-501,Asian or Asian American,In_Combination,208
2021,CA-501,"Black, African American or African",Alone,5185
2021,CA-501,"Black, African American or African",In_Combination,926
2021,CA-501,Hispanic/Latina/e/o,Alone,947
2021,CA-501,Hispanic/Latina/e/o,In_Combination,2809
2021,CA-501,Native Hawaiian or Pacific Islander,Alone,313
2021,CA-501,Native Hawaiian or Pacific Islander,In_Combination,266
2021,CA-501,White,Alone,3040
2021,CA-501,White,In_Combination,2185
2021,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,102
2021,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,586
2021,CA-502,Asian or Asian American,Alone,259
2021,CA-502,Asian or Asian American,In_Combination,147
2021,CA-502,"Black, African American or African",Alone,5150
2021,CA-502,"Black, African American or African",In_Combination,688
2021,CA-502,Hispanic/Latina/e/o,Alone,98
2021,CA-502,Hispanic/Latina/e/o,In_Combination,1735
2021,CA-502,Native Hawaiian or Pacific Islander,Alone,150
2021,CA-502,Native Hawaiian or Pacific Islander,In_Combination,183
2021,CA-502,White,Alone,1810
2021,CA-502,White,In_Combination,1512
2021,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,165
2021,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,427
2021,CA-503,Asian or Asian American,Alone,169
2021,CA-503,Asian or Asian American,In_Combination,136
2021,CA-503,"Black, African American or African",Alone,4119
2021,CA-503,"Black, African American or African",In_Combination,850
2021,CA-503,Hispanic/Latina/e/o,Alone,170
2021,CA-503,Hispanic/Latina/e/o,In_Combination,1824
2021,CA-503,Native Hawaiian or Pacific Islander,Alone,137
2021,CA-503,Native Hawaiian or Pacific Islander,In_Combination,119
2021,CA-503,White,Alone,3172
2021,CA-503,White,In_Combination,1892
2021,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,93
2021,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,309
2021,CA-504,Asian or Asian American,Alone,23
2021,CA-504,Asian or Asian American,In_Combination,27
2021,CA-504,"Black, African American or African",Alone,200
2021,CA-504,"Black, African American or African",In_Combination,80
2021,CA-504,Hispanic/Latina/e/o,Alone,53
2021,CA-504,Hispanic/Latina/e/o,In_Combination,645
2021,CA-504,Native Hawaiian or Pacific Islander,Alone,23
2021,CA-504,Native Hawaiian or Pacific Islander,In_Combination,25
2021,CA-504,White,Alone,1429
2021,CA-504,White,In_Combination,520
2021,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,67
2021,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,592
2021,CA-505,Asian or Asian American,Alone,78
2021,CA-505,Asian or Asian American,In_Combination,68
2021,CA-505,"Black, African American or African",Alone,2181
2021,CA-505,"Black, African American or African",In_Combination,307
2021,CA-505,Hispanic/Latina/e/o,Alone,49
2021,CA-505,Hispanic/Latina/e/o,In_Combination,1199
2021,CA-505,Native Hawaiian or Pacific Islander,Alone,67
2021,CA-505,Native Hawaiian or Pacific Islander,In_Combination,82
2021,CA-505,White,Alone,1919
2021,CA-505,White,In_Combination,819
2021,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,24
2021,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,123
2021,CA-506,Asian or Asian American,Alone,22
2021,CA-506,Asian or Asian American,In_Combination,45
2021,CA-506,"Black, African American or African",Alone,156
2021,CA-506,"Black, African American or African",In_Combination,94
2021,CA-506,Hispanic/Latina/e/o,Alone,81
2021,CA-506,Hispanic/Latina/e/o,In_Combination,1398
2021,CA-506,Native Hawaiian or Pacific Islander,Alone,14
2021,CA-506,Native Hawaiian or Pacific Islander,In_Combination,40
2021,CA-506,White,Alone,626
2021,CA-506,White,In_Combination,1313
2021,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,20
2021,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,44
2021,CA-507,Asian or Asian American,Alone,28
2021,CA-507,Asian or Asian American,In_Combination,*
2021,CA-507,"Black, African American or African",Alone,364
2021,CA-507,"Black, African American or African",In_Combination,86
2021,CA-507,Hispanic/Latina/e/o,Alone,60
2021,CA-507,Hispanic/Latina/e/o,In_Combination,317
2021,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-507,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-507,White,Alone,812
2021,CA-507,White,In_Combination,292
2021,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,40
2021,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,146
2021,CA-508,Asian or Asian American,Alone,14
2021,CA-508,Asian or Asian American,In_Combination,24
2021,CA-508,"Black, African American or African",Alone,114
2021,CA-508,"Black, African American or African",In_Combination,42
2021,CA-508,Hispanic/Latina/e/o,Alone,160
2021,CA-508,Hispanic/Latina/e/o,In_Combination,921
2021,CA-508,Native Hawaiian or Pacific Islander,Alone,16
2021,CA-508,Native Hawaiian or Pacific Islander,In_Combination,17
2021,CA-508,White,Alone,1052
2021,CA-508,White,In_Combination,889
2021,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,104
2021,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,125
2021,CA-509,Asian or Asian American,Alone,*
2021,CA-509,Asian or Asian American,In_Combination,*
2021,CA-509,"Black, African American or African",Alone,31
2021,CA-509,"Black, African American or African",In_Combination,19
2021,CA-509,Hispanic/Latina/e/o,Alone,11
2021,CA-509,Hispanic/Latina/e/o,In_Combination,280
2021,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-509,Native Hawaiian or Pacific Islander,In_Combination,12
2021,CA-509,White,Alone,786
2021,CA-509,White,In_Combination,297
2021,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,60
2021,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,295
2021,CA-510,Asian or Asian American,Alone,53
2021,CA-510,Asian or Asian American,In_Combination,78
2021,CA-510,"Black, African American or African",Alone,576
2021,CA-510,"Black, African American or African",In_Combination,225
2021,CA-510,Hispanic/Latina/e/o,Alone,105
2021,CA-510,Hispanic/Latina/e/o,In_Combination,1786
2021,CA-510,Native Hawaiian or Pacific Islander,Alone,26
2021,CA-510,Native Hawaiian or Pacific Islander,In_Combination,99
2021,CA-510,White,Alone,1995
2021,CA-510,White,In_Combination,1842
2021,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,44
2021,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,176
2021,CA-511,Asian or Asian American,Alone,134
2021,CA-511,Asian or Asian American,In_Combination,98
2021,CA-511,"Black, African American or African",Alone,1913
2021,CA-511,"Black, African American or African",In_Combination,321
2021,CA-511,Hispanic/Latina/e/o,Alone,197
2021,CA-511,Hispanic/Latina/e/o,In_Combination,1841
2021,CA-511,Native Hawaiian or Pacific Islander,Alone,48
2021,CA-511,Native Hawaiian or Pacific Islander,In_Combination,98
2021,CA-511,White,Alone,1493
2021,CA-511,White,In_Combination,1859
2021,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,36
2021,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,231
2021,CA-512,Asian or Asian American,Alone,202
2021,CA-512,Asian or Asian American,In_Combination,56
2021,CA-512,"Black, African American or African",Alone,831
2021,CA-512,"Black, African American or African",In_Combination,128
2021,CA-512,Hispanic/Latina/e/o,Alone,72
2021,CA-512,Hispanic/Latina/e/o,In_Combination,1433
2021,CA-512,Native Hawaiian or Pacific Islander,Alone,355
2021,CA-512,Native Hawaiian or Pacific Islander,In_Combination,56
2021,CA-512,White,Alone,1396
2021,CA-512,White,In_Combination,1285
2021,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,50
2021,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,134
2021,CA-513,Asian or Asian American,Alone,14
2021,CA-513,Asian or Asian American,In_Combination,19
2021,CA-513,"Black, African American or African",Alone,331
2021,CA-513,"Black, African American or African",In_Combination,78
2021,CA-513,Hispanic/Latina/e/o,Alone,52
2021,CA-513,Hispanic/Latina/e/o,In_Combination,1818
2021,CA-513,Native Hawaiian or Pacific Islander,Alone,19
2021,CA-513,Native Hawaiian or Pacific Islander,In_Combination,22
2021,CA-513,White,Alone,1070
2021,CA-513,White,In_Combination,1718
2021,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,143
2021,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,245
2021,CA-514,Asian or Asian American,Alone,160
2021,CA-514,Asian or Asian American,In_Combination,32
2021,CA-514,"Black, African American or African",Alone,1195
2021,CA-514,"Black, African American or African",In_Combination,178
2021,CA-514,Hispanic/Latina/e/o,Alone,203
2021,CA-514,Hispanic/Latina/e/o,In_Combination,2797
2021,CA-514,Native Hawaiian or Pacific Islander,Alone,40
2021,CA-514,Native Hawaiian or Pacific Islander,In_Combination,25
2021,CA-514,White,Alone,1645
2021,CA-514,White,In_Combination,2636
2021,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,43
2021,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,108
2021,CA-515,Asian or Asian American,Alone,25
2021,CA-515,Asian or Asian American,In_Combination,29
2021,CA-515,"Black, African American or African",Alone,170
2021,CA-515,"Black, African American or African",In_Combination,80
2021,CA-515,Hispanic/Latina/e/o,Alone,36
2021,CA-515,Hispanic/Latina/e/o,In_Combination,345
2021,CA-515,Native Hawaiian or Pacific Islander,Alone,15
2021,CA-515,Native Hawaiian or Pacific Islander,In_Combination,19
2021,CA-515,White,Alone,1253
2021,CA-515,White,In_Combination,361
2021,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,58
2021,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,195
2021,CA-516,Asian or Asian American,Alone,*
2021,CA-516,Asian or Asian American,In_Combination,*
2021,CA-516,"Black, African American or African",Alone,55
2021,CA-516,"Black, African American or African",In_Combination,57
2021,CA-516,Hispanic/Latina/e/o,Alone,12
2021,CA-516,Hispanic/Latina/e/o,In_Combination,164
2021,CA-516,Native Hawaiian or Pacific Islander,Alone,12
2021,CA-516,Native Hawaiian or Pacific Islander,In_Combination,33
2021,CA-516,White,Alone,1202
2021,CA-516,White,In_Combination,321
2021,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,14
2021,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,57
2021,CA-517,Asian or Asian American,Alone,15
2021,CA-517,Asian or Asian American,In_Combination,*
2021,CA-517,"Black, African American or African",Alone,50
2021,CA-517,"Black, African American or African",In_Combination,*
2021,CA-517,Hispanic/Latina/e/o,Alone,17
2021,CA-517,Hispanic/Latina/e/o,In_Combination,228
2021,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-517,White,Alone,396
2021,CA-517,White,In_Combination,189
2021,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,62
2021,CA-518,Asian or Asian American,Alone,32
2021,CA-518,Asian or Asian American,In_Combination,14
2021,CA-518,"Black, African American or African",Alone,564
2021,CA-518,"Black, African American or African",In_Combination,89
2021,CA-518,Hispanic/Latina/e/o,Alone,12
2021,CA-518,Hispanic/Latina/e/o,In_Combination,206
2021,CA-518,Native Hawaiian or Pacific Islander,Alone,19
2021,CA-518,Native Hawaiian or Pacific Islander,In_Combination,24
2021,CA-518,White,Alone,407
2021,CA-518,White,In_Combination,230
2021,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,71
2021,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,126
2021,CA-519,Asian or Asian American,Alone,14
2021,CA-519,Asian or Asian American,In_Combination,*
2021,CA-519,"Black, African American or African",Alone,126
2021,CA-519,"Black, African American or African",In_Combination,75
2021,CA-519,Hispanic/Latina/e/o,Alone,13
2021,CA-519,Hispanic/Latina/e/o,In_Combination,280
2021,CA-519,Native Hawaiian or Pacific Islander,Alone,14
2021,CA-519,Native Hawaiian or Pacific Islander,In_Combination,32
2021,CA-519,White,Alone,1331
2021,CA-519,White,In_Combination,377
2021,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,29
2021,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,115
2021,CA-520,Asian or Asian American,Alone,36
2021,CA-520,Asian or Asian American,In_Combination,*
2021,CA-520,"Black, African American or African",Alone,353
2021,CA-520,"Black, African American or African",In_Combination,82
2021,CA-520,Hispanic/Latina/e/o,Alone,52
2021,CA-520,Hispanic/Latina/e/o,In_Combination,1125
2021,CA-520,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-520,Native Hawaiian or Pacific Islander,In_Combination,11
2021,CA-520,White,Alone,657
2021,CA-520,White,In_Combination,1059
2021,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,26
2021,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,55
2021,CA-521,Asian or Asian American,Alone,12
2021,CA-521,Asian or Asian American,In_Combination,13
2021,CA-521,"Black, African American or African",Alone,263
2021,CA-521,"Black, African American or African",In_Combination,51
2021,CA-521,Hispanic/Latina/e/o,Alone,60
2021,CA-521,Hispanic/Latina/e/o,In_Combination,432
2021,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-521,Native Hawaiian or Pacific Islander,In_Combination,14
2021,CA-521,White,Alone,531
2021,CA-521,White,In_Combination,409
2021,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,118
2021,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,135
2021,CA-522,Asian or Asian American,Alone,11
2021,CA-522,Asian or Asian American,In_Combination,*
2021,CA-522,"Black, African American or African",Alone,54
2021,CA-522,"Black, African American or African",In_Combination,29
2021,CA-522,Hispanic/Latina/e/o,Alone,14
2021,CA-522,Hispanic/Latina/e/o,In_Combination,104
2021,CA-522,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-522,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-522,White,Alone,951
2021,CA-522,White,In_Combination,177
2021,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,21
2021,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,56
2021,CA-523,Asian or Asian American,Alone,*
2021,CA-523,Asian or Asian American,In_Combination,*
2021,CA-523,"Black, African American or African",Alone,*
2021,CA-523,"Black, African American or African",In_Combination,*
2021,CA-523,Hispanic/Latina/e/o,Alone,12
2021,CA-523,Hispanic/Latina/e/o,In_Combination,197
2021,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-523,White,Alone,392
2021,CA-523,White,In_Combination,209
2021,CA-524,"American Indian, Alaska Native, or Indigenous",Alone,66
2021,CA-524,"American Indian, Alaska Native, or Indigenous",In_Combination,70
2021,CA-524,Asian or Asian American,Alone,23
2021,CA-524,Asian or Asian American,In_Combination,*
2021,CA-524,"Black, African American or African",Alone,175
2021,CA-524,"Black, African American or African",In_Combination,50
2021,CA-524,Hispanic/Latina/e/o,Alone,305
2021,CA-524,Hispanic/Latina/e/o,In_Combination,217
2021,CA-524,Native Hawaiian or Pacific Islander,Alone,14
2021,CA-524,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-524,White,Alone,1201
2021,CA-524,White,In_Combination,243
2021,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,11
2021,CA-525,Asian or Asian American,Alone,*
2021,CA-525,Asian or Asian American,In_Combination,*
2021,CA-525,"Black, African American or African",Alone,19
2021,CA-525,"Black, African American or African",In_Combination,11
2021,CA-525,Hispanic/Latina/e/o,Alone,*
2021,CA-525,Hispanic/Latina/e/o,In_Combination,45
2021,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-525,White,Alone,320
2021,CA-525,White,In_Combination,58
2021,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,33
2021,CA-526,Asian or Asian American,Alone,*
2021,CA-526,Asian or Asian American,In_Combination,*
2021,CA-526,"Black, African American or African",Alone,18
2021,CA-526,"Black, African American or African",In_Combination,17
2021,CA-526,Hispanic/Latina/e/o,Alone,*
2021,CA-526,Hispanic/Latina/e/o,In_Combination,109
2021,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-526,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-526,White,Alone,551
2021,CA-526,White,In_Combination,128
2021,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,11
2021,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2021,CA-527,Asian or Asian American,Alone,*
2021,CA-527,Asian or Asian American,In_Combination,*
2021,CA-527,"Black, African American or African",Alone,*
2021,CA-527,"Black, African American or African",In_Combination,*
2021,CA-527,Hispanic/Latina/e/o,Alone,15
2021,CA-527,Hispanic/Latina/e/o,In_Combination,31
2021,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-527,White,Alone,206
2021,CA-527,White,In_Combination,37
2021,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,14
2021,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,22
2021,CA-529,Asian or Asian American,Alone,*
2021,CA-529,Asian or Asian American,In_Combination,*
2021,CA-529,"Black, African American or African",Alone,19
2021,CA-529,"Black, African American or African",In_Combination,*
2021,CA-529,Hispanic/Latina/e/o,Alone,*
2021,CA-529,Hispanic/Latina/e/o,In_Combination,57
2021,CA-529,White,Alone,285
2021,CA-529,White,In_Combination,46
2021,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,31
2021,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,11
2021,CA-530,Asian or Asian American,Alone,*
2021,CA-530,Asian or Asian American,In_Combination,*
2021,CA-530,"Black, African American or African",Alone,*
2021,CA-530,"Black, African American or African",In_Combination,*
2021,CA-530,Hispanic/Latina/e/o,Alone,*
2021,CA-530,Hispanic/Latina/e/o,In_Combination,68
2021,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-530,White,Alone,110
2021,CA-530,White,In_Combination,64
2021,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,48
2021,CA-531,Asian or Asian American,Alone,*
2021,CA-531,Asian or Asian American,In_Combination,*
2021,CA-531,"Black, African American or African",Alone,*
2021,CA-531,"Black, African American or African",In_Combination,*
2021,CA-531,Hispanic/Latina/e/o,Alone,*
2021,CA-531,Hispanic/Latina/e/o,In_Combination,65
2021,CA-531,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-531,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-531,White,Alone,525
2021,CA-531,White,In_Combination,93
2021,CA-600,"American Indian, Alaska Native, or Indigenous",Alone,561
2021,CA-600,"American Indian, Alaska Native, or Indigenous",In_Combination,1654
2021,CA-600,Asian or Asian American,Alone,1069
2021,CA-600,Asian or Asian American,In_Combination,293
2021,CA-600,"Black, African American or African",Alone,30045
2021,CA-600,"Black, African American or African",In_Combination,2290
2021,CA-600,Hispanic/Latina/e/o,Alone,4709
2021,CA-600,Hispanic/Latina/e/o,In_Combination,26559
2021,CA-600,Native Hawaiian or Pacific Islander,Alone,397
2021,CA-600,Native Hawaiian or Pacific Islander,In_Combination,497
2021,CA-600,White,Alone,17287
2021,CA-600,White,In_Combination,24993
2021,CA-601,"American Indian, Alaska Native, or Indigenous",Alone,248
2021,CA-601,"American Indian, Alaska Native, or Indigenous",In_Combination,582
2021,CA-601,Asian or Asian American,Alone,440
2021,CA-601,Asian or Asian American,In_Combination,176
2021,CA-601,"Black, African American or African",Alone,5163
2021,CA-601,"Black, African American or African",In_Combination,955
2021,CA-601,Hispanic/Latina/e/o,Alone,487
2021,CA-601,Hispanic/Latina/e/o,In_Combination,6978
2021,CA-601,Native Hawaiian or Pacific Islander,Alone,249
2021,CA-601,Native Hawaiian or Pacific Islander,In_Combination,231
2021,CA-601,White,Alone,8040
2021,CA-601,White,In_Combination,6554
2021,CA-602,"American Indian, Alaska Native, or Indigenous",Alone,95
2021,CA-602,"American Indian, Alaska Native, or Indigenous",In_Combination,506
2021,CA-602,Asian or Asian American,Alone,390
2021,CA-602,Asian or Asian American,In_Combination,130
2021,CA-602,"Black, African American or African",Alone,1565
2021,CA-602,"Black, African American or African",In_Combination,487
2021,CA-602,Hispanic/Latina/e/o,Alone,249
2021,CA-602,Hispanic/Latina/e/o,In_Combination,6441
2021,CA-602,Native Hawaiian or Pacific Islander,Alone,108
2021,CA-602,Native Hawaiian or Pacific Islander,In_Combination,133
2021,CA-602,White,Alone,5219
2021,CA-602,White,In_Combination,6156
2021,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,42
2021,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,202
2021,CA-603,Asian or Asian American,Alone,21
2021,CA-603,Asian or Asian American,In_Combination,26
2021,CA-603,"Black, African American or African",Alone,214
2021,CA-603,"Black, African American or African",In_Combination,108
2021,CA-603,Hispanic/Latina/e/o,Alone,59
2021,CA-603,Hispanic/Latina/e/o,In_Combination,1547
2021,CA-603,Native Hawaiian or Pacific Islander,Alone,14
2021,CA-603,Native Hawaiian or Pacific Islander,In_Combination,20
2021,CA-603,White,Alone,1299
2021,CA-603,White,In_Combination,1464
2021,CA-604,"American Indian, Alaska Native, or Indigenous",Alone,73
2021,CA-604,"American Indian, Alaska Native, or Indigenous",In_Combination,185
2021,CA-604,Asian or Asian American,Alone,33
2021,CA-604,Asian or Asian American,In_Combination,25
2021,CA-604,"Black, African American or African",Alone,1703
2021,CA-604,"Black, African American or African",In_Combination,243
2021,CA-604,Hispanic/Latina/e/o,Alone,40
2021,CA-604,Hispanic/Latina/e/o,In_Combination,2713
2021,CA-604,Native Hawaiian or Pacific Islander,Alone,42
2021,CA-604,Native Hawaiian or Pacific Islander,In_Combination,29
2021,CA-604,White,Alone,2618
2021,CA-604,White,In_Combination,2630
2021,CA-606,"American Indian, Alaska Native, or Indigenous",Alone,24
2021,CA-606,"American Indian, Alaska Native, or Indigenous",In_Combination,54
2021,CA-606,Asian or Asian American,Alone,62
2021,CA-606,Asian or Asian American,In_Combination,14
2021,CA-606,"Black, African American or African",Alone,1312
2021,CA-606,"Black, African American or African",In_Combination,132
2021,CA-606,Hispanic/Latina/e/o,Alone,72
2021,CA-606,Hispanic/Latina/e/o,In_Combination,734
2021,CA-606,Native Hawaiian or Pacific Islander,Alone,25
2021,CA-606,Native Hawaiian or Pacific Islander,In_Combination,18
2021,CA-606,White,Alone,705
2021,CA-606,White,In_Combination,705
2021,CA-607,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-607,"American Indian, Alaska Native, or Indigenous",In_Combination,32
2021,CA-607,Asian or Asian American,Alone,24
2021,CA-607,Asian or Asian American,In_Combination,*
2021,CA-607,"Black, African American or African",Alone,350
2021,CA-607,"Black, African American or African",In_Combination,39
2021,CA-607,Hispanic/Latina/e/o,Alone,20
2021,CA-607,Hispanic/Latina/e/o,In_Combination,378
2021,CA-607,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-607,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-607,White,Alone,217
2021,CA-607,White,In_Combination,346
2021,CA-608,"American Indian, Alaska Native, or Indigenous",Alone,83
2021,CA-608,"American Indian, Alaska Native, or Indigenous",In_Combination,185
2021,CA-608,Asian or Asian American,Alone,68
2021,CA-608,Asian or Asian American,In_Combination,49
2021,CA-608,"Black, African American or African",Alone,2008
2021,CA-608,"Black, African American or African",In_Combination,323
2021,CA-608,Hispanic/Latina/e/o,Alone,85
2021,CA-608,Hispanic/Latina/e/o,In_Combination,3282
2021,CA-608,Native Hawaiian or Pacific Islander,Alone,44
2021,CA-608,Native Hawaiian or Pacific Islander,In_Combination,46
2021,CA-608,White,Alone,2661
2021,CA-608,White,In_Combination,3183
2021,CA-609,"American Indian, Alaska Native, or Indigenous",Alone,73
2021,CA-609,"American Indian, Alaska Native, or Indigenous",In_Combination,166
2021,CA-609,Asian or Asian American,Alone,34
