CALENDAR_YEAR,LOCATION_ID,LOCATION,GENDER,EXPERIENCING_HOMELESSNESS_CNT
2021,CA-509,Mendocino County CoC,Transgender,*
2021,CA-510,Stanislaus County CoC,Cisgender Man,2793
2021,CA-510,Stanislaus County CoC,Cisgender Woman,2082
2021,CA-510,Stanislaus County CoC,Client doesn't know,*
2021,CA-510,Stanislaus County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",14
2021,CA-510,Stanislaus County CoC,Questioning,*
2021,CA-510,Stanislaus County CoC,Transgender,12
2021,CA-511,San Joaquin County CoC,Cisgender Man,3159
2021,CA-511,San Joaquin County CoC,Cisgender Woman,2794
2021,CA-511,San Joaquin County CoC,Client doesn't know,40
2021,CA-511,San Joaquin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-511,San Joaquin County CoC,Questioning,*
2021,CA-511,San Joaquin County CoC,Transgender,*
2021,CA-512,San Mateo County CoC,Cisgender Man,2678
2021,CA-512,San Mateo County CoC,Cisgender Woman,1812
2021,CA-512,San Mateo County CoC,Client doesn't know,*
2021,CA-512,San Mateo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-512,San Mateo County CoC,Transgender,15
2021,CA-513,"Kings, Tulare Counties CoC",Cisgender Man,1664
2021,CA-513,"Kings, Tulare Counties CoC",Cisgender Woman,1754
2021,CA-513,"Kings, Tulare Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-513,"Kings, Tulare Counties CoC",Transgender,*
2021,CA-514,"Fresno, Madera Counties CoC",Cisgender Man,3581
2021,CA-514,"Fresno, Madera Counties CoC",Cisgender Woman,2785
2021,CA-514,"Fresno, Madera Counties CoC",Client doesn't know,26
2021,CA-514,"Fresno, Madera Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-514,"Fresno, Madera Counties CoC",Questioning,*
2021,CA-514,"Fresno, Madera Counties CoC",Transgender,30
2021,CA-515,Placer County CoC,Cisgender Man,1103
2021,CA-515,Placer County CoC,Cisgender Woman,914
2021,CA-515,Placer County CoC,Client doesn't know,*
2021,CA-515,Placer County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-515,Placer County CoC,Transgender,*
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Man,885
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Woman,863
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Client doesn't know,36
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Questioning,*
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Transgender,*
2021,CA-517,Napa County CoC,Cisgender Man,438
2021,CA-517,Napa County CoC,Cisgender Woman,305
2021,CA-517,Napa County CoC,Client doesn't know,*
2021,CA-517,Napa County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-517,Napa County CoC,Transgender,*
2021,CA-518,Solano County CoC,Cisgender Man,766
2021,CA-518,Solano County CoC,Cisgender Woman,582
2021,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-518,Solano County CoC,Questioning,*
2021,CA-518,Solano County CoC,Transgender,*
2021,CA-519,Butte County CoC,Cisgender Man,1111
2021,CA-519,Butte County CoC,Cisgender Woman,914
2021,CA-519,Butte County CoC,Client doesn't know,*
2021,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-519,Butte County CoC,Transgender,11
2021,CA-520,Merced County CoC,Cisgender Man,1286
2021,CA-520,Merced County CoC,Cisgender Woman,1039
2021,CA-520,Merced County CoC,Client doesn't know,*
2021,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-520,Merced County CoC,Transgender,*
2021,CA-521,Yolo County CoC,Cisgender Man,749
2021,CA-521,Yolo County CoC,Cisgender Woman,661
2021,CA-521,Yolo County CoC,Client doesn't know,*
2021,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-521,Yolo County CoC,Transgender,*
2021,CA-522,Humboldt County CoC,Cisgender Man,923
2021,CA-522,Humboldt County CoC,Cisgender Woman,575
2021,CA-522,Humboldt County CoC,Client doesn't know,84
2021,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",18
2021,CA-522,Humboldt County CoC,Questioning,*
2021,CA-522,Humboldt County CoC,Transgender,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Man,306
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Woman,369
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Client doesn't know,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Transgender,*
2021,CA-524,"Yuba, Sutter Counties CoC",Cisgender Man,1030
2021,CA-524,"Yuba, Sutter Counties CoC",Cisgender Woman,1133
2021,CA-524,"Yuba, Sutter Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-524,"Yuba, Sutter Counties CoC",Transgender,*
2021,CA-525,El Dorado County CoC,Cisgender Man,232
2021,CA-525,El Dorado County CoC,Cisgender Woman,180
2021,CA-525,El Dorado County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-525,El Dorado County CoC,Transgender,*
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Man,336
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Woman,388
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Transgender,*
2021,CA-527,Tehama County CoC,Cisgender Man,150
2021,CA-527,Tehama County CoC,Cisgender Woman,141
2021,CA-529,Lake County CoC,Cisgender Man,224
2021,CA-529,Lake County CoC,Cisgender Woman,160
2021,CA-529,Lake County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-529,Lake County CoC,Transgender,*
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Man,113
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Woman,110
2021,CA-531,Nevada County CoC,Cisgender Man,392
2021,CA-531,Nevada County CoC,Cisgender Woman,291
2021,CA-531,Nevada County CoC,Client doesn't know,30
2021,CA-531,Nevada County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-531,Nevada County CoC,Transgender,*
2021,CA-600,Los Angeles County CoC,Cisgender Man,51108
2021,CA-600,Los Angeles County CoC,Cisgender Woman,32492
2021,CA-600,Los Angeles County CoC,Client doesn't know,1006
2021,CA-600,Los Angeles County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",158
2021,CA-600,Los Angeles County CoC,Questioning,*
2021,CA-600,Los Angeles County CoC,Transgender,621
2021,CA-601,San Diego County CoC,Cisgender Man,13560
2021,CA-601,San Diego County CoC,Cisgender Woman,9119
2021,CA-601,San Diego County CoC,Client doesn't know,98
2021,CA-601,San Diego County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",51
2021,CA-601,San Diego County CoC,Questioning,*
2021,CA-601,San Diego County CoC,Transgender,98
2021,CA-602,Orange County CoC,Cisgender Man,8770
2021,CA-602,Orange County CoC,Cisgender Woman,6542
2021,CA-602,Orange County CoC,Client doesn't know,1350
2021,CA-602,Orange County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",44
2021,CA-602,Orange County CoC,Questioning,*
2021,CA-602,Orange County CoC,Transgender,47
2021,CA-603,Santa Barbara County CoC,Cisgender Man,1931
2021,CA-603,Santa Barbara County CoC,Cisgender Woman,1388
2021,CA-603,Santa Barbara County CoC,Client doesn't know,*
2021,CA-603,Santa Barbara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",15
2021,CA-603,Santa Barbara County CoC,Questioning,*
2021,CA-603,Santa Barbara County CoC,Transgender,14
2021,CA-604,Kern County CoC,Cisgender Man,3792
2021,CA-604,Kern County CoC,Cisgender Woman,3580
2021,CA-604,Kern County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-604,Kern County CoC,Questioning,*
2021,CA-604,Kern County CoC,Transgender,21
2021,CA-606,Long Beach CoC (Los Angeles County),Cisgender Man,1896
2021,CA-606,Long Beach CoC (Los Angeles County),Cisgender Woman,1163
2021,CA-606,Long Beach CoC (Los Angeles County),Client doesn't know,48
2021,CA-606,Long Beach CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-606,Long Beach CoC (Los Angeles County),Transgender,14
2021,CA-607,Pasadena CoC (Los Angeles County),Cisgender Man,599
2021,CA-607,Pasadena CoC (Los Angeles County),Cisgender Woman,421
2021,CA-607,Pasadena CoC (Los Angeles County),Client doesn't know,47
2021,CA-607,Pasadena CoC (Los Angeles County),Transgender,*
2021,CA-608,Riverside County CoC,Cisgender Man,4449
2021,CA-608,Riverside County CoC,Cisgender Woman,4007
2021,CA-608,Riverside County CoC,Client doesn't know,12
2021,CA-608,Riverside County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",14
2021,CA-608,Riverside County CoC,Transgender,39
2021,CA-609,San Bernardino County CoC,Cisgender Man,4159
2021,CA-609,San Bernardino County CoC,Cisgender Woman,3916
2021,CA-609,San Bernardino County CoC,Client doesn't know,*
2021,CA-609,San Bernardino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-609,San Bernardino County CoC,Questioning,*
2021,CA-609,San Bernardino County CoC,Transgender,15
2021,CA-611,Ventura County CoC,Cisgender Man,1347
2021,CA-611,Ventura County CoC,Cisgender Woman,953
2021,CA-611,Ventura County CoC,Client doesn't know,16
2021,CA-611,Ventura County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-611,Ventura County CoC,Transgender,16
2021,CA-612,Glendale CoC (Los Angeles County),Cisgender Man,343
2021,CA-612,Glendale CoC (Los Angeles County),Cisgender Woman,260
2021,CA-612,Glendale CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-612,Glendale CoC (Los Angeles County),Transgender,11
2021,CA-613,Imperial County CoC,Cisgender Man,872
2021,CA-613,Imperial County CoC,Cisgender Woman,777
2021,CA-613,Imperial County CoC,Client doesn't know,11
2021,CA-613,Imperial County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-613,Imperial County CoC,Transgender,*
2021,CA-614,San Luis Obispo County CoC,Cisgender Man,1308
2021,CA-614,San Luis Obispo County CoC,Cisgender Woman,947
2021,CA-614,San Luis Obispo County CoC,Client doesn't know,*
2021,CA-614,San Luis Obispo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-614,San Luis Obispo County CoC,Transgender,*
2022,All,California,Cisgender Man,170526
2022,All,California,Cisgender Woman,129739
2022,All,California,Client doesn't know,5361
2022,All,California,"Culturally Specific, Non-Binary, and/or a Different Identity",830
2022,All,California,Questioning,53
2022,All,California,Transgender,1644
2022,CA-500,Santa Clara County CoC,Cisgender Man,8068
2022,CA-500,Santa Clara County CoC,Cisgender Woman,6074
2022,CA-500,Santa Clara County CoC,Client doesn't know,59
2022,CA-500,Santa Clara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",35
2022,CA-500,Santa Clara County CoC,Transgender,56
2022,CA-501,San Francisco CoC,Cisgender Man,10627
2022,CA-501,San Francisco CoC,Cisgender Woman,6777
2022,CA-501,San Francisco CoC,Client doesn't know,450
2022,CA-501,San Francisco CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",125
2022,CA-501,San Francisco CoC,Questioning,*
2022,CA-501,San Francisco CoC,Transgender,245
2022,CA-502,Alameda County CoC,Cisgender Man,6838
2022,CA-502,Alameda County CoC,Cisgender Woman,4946
2022,CA-502,Alameda County CoC,Client doesn't know,*
2022,CA-502,Alameda County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",40
2022,CA-502,Alameda County CoC,Questioning,*
2022,CA-502,Alameda County CoC,Transgender,36
2022,CA-503,Sacramento County CoC,Cisgender Man,5850
2022,CA-503,Sacramento County CoC,Cisgender Woman,5736
2022,CA-503,Sacramento County CoC,Client doesn't know,213
2022,CA-503,Sacramento County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",71
2022,CA-503,Sacramento County CoC,Questioning,*
2022,CA-503,Sacramento County CoC,Transgender,58
2022,CA-504,Sonoma County CoC,Cisgender Man,2202
2022,CA-504,Sonoma County CoC,Cisgender Woman,1710
2022,CA-504,Sonoma County CoC,Client doesn't know,*
2022,CA-504,Sonoma County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",19
2022,CA-504,Sonoma County CoC,Questioning,*
2022,CA-504,Sonoma County CoC,Transgender,22
2022,CA-505,Contra Costa County CoC,Cisgender Man,3458
2022,CA-505,Contra Costa County CoC,Cisgender Woman,2846
2022,CA-505,Contra Costa County CoC,Client doesn't know,*
2022,CA-505,Contra Costa County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",15
2022,CA-505,Contra Costa County CoC,Questioning,*
2022,CA-505,Contra Costa County CoC,Transgender,19
2022,CA-506,"Monterey, San Benito Counties CoC",Cisgender Man,1420
2022,CA-506,"Monterey, San Benito Counties CoC",Cisgender Woman,1333
2022,CA-506,"Monterey, San Benito Counties CoC",Client doesn't know,*
2022,CA-506,"Monterey, San Benito Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-506,"Monterey, San Benito Counties CoC",Questioning,*
2022,CA-506,"Monterey, San Benito Counties CoC",Transgender,*
2022,CA-507,Marin County CoC,Cisgender Man,995
2022,CA-507,Marin County CoC,Cisgender Woman,810
2022,CA-507,Marin County CoC,Client doesn't know,*
2022,CA-507,Marin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-507,Marin County CoC,Questioning,*
2022,CA-507,Marin County CoC,Transgender,*
2022,CA-508,Santa Cruz County CoC,Cisgender Man,999
2022,CA-508,Santa Cruz County CoC,Cisgender Woman,821
2022,CA-508,Santa Cruz County CoC,Client doesn't know,*
2022,CA-508,Santa Cruz County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-508,Santa Cruz County CoC,Transgender,*
2022,CA-509,Mendocino County CoC,Cisgender Man,831
2022,CA-509,Mendocino County CoC,Cisgender Woman,784
2022,CA-509,Mendocino County CoC,Client doesn't know,*
2022,CA-509,Mendocino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-510,Stanislaus County CoC,Cisgender Man,3581
2022,CA-510,Stanislaus County CoC,Cisgender Woman,2670
2022,CA-510,Stanislaus County CoC,Client doesn't know,14
2022,CA-510,Stanislaus County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",18
2022,CA-510,Stanislaus County CoC,Questioning,*
2022,CA-510,Stanislaus County CoC,Transgender,11
2022,CA-511,San Joaquin County CoC,Cisgender Man,4630
2022,CA-511,San Joaquin County CoC,Cisgender Woman,4260
2022,CA-511,San Joaquin County CoC,Client doesn't know,35
2022,CA-511,San Joaquin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-511,San Joaquin County CoC,Questioning,*
2022,CA-511,San Joaquin County CoC,Transgender,16
2022,CA-512,San Mateo County CoC,Cisgender Man,2998
2022,CA-512,San Mateo County CoC,Cisgender Woman,2114
2022,CA-512,San Mateo County CoC,Client doesn't know,*
2022,CA-512,San Mateo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-512,San Mateo County CoC,Transgender,18
2022,CA-513,"Kings, Tulare Counties CoC",Cisgender Man,1993
2022,CA-513,"Kings, Tulare Counties CoC",Cisgender Woman,2153
2022,CA-513,"Kings, Tulare Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-513,"Kings, Tulare Counties CoC",Transgender,*
2022,CA-514,"Fresno, Madera Counties CoC",Cisgender Man,4623
2022,CA-514,"Fresno, Madera Counties CoC",Cisgender Woman,3453
2022,CA-514,"Fresno, Madera Counties CoC",Client doesn't know,34
2022,CA-514,"Fresno, Madera Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-514,"Fresno, Madera Counties CoC",Questioning,*
2022,CA-514,"Fresno, Madera Counties CoC",Transgender,28
2022,CA-515,Placer County CoC,Cisgender Man,1321
2022,CA-515,Placer County CoC,Cisgender Woman,1158
2022,CA-515,Placer County CoC,Client doesn't know,11
2022,CA-515,Placer County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-515,Placer County CoC,Questioning,*
2022,CA-515,Placer County CoC,Transgender,*
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Man,1098
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Woman,1065
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Client doesn't know,*
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Questioning,*
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Transgender,*
2022,CA-517,Napa County CoC,Cisgender Man,577
2022,CA-517,Napa County CoC,Cisgender Woman,350
2022,CA-517,Napa County CoC,Client doesn't know,*
2022,CA-517,Napa County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-517,Napa County CoC,Transgender,*
2022,CA-518,Solano County CoC,Cisgender Man,731
2022,CA-518,Solano County CoC,Cisgender Woman,538
2022,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-518,Solano County CoC,Transgender,*
2022,CA-519,Butte County CoC,Cisgender Man,1402
2022,CA-519,Butte County CoC,Cisgender Woman,1079
2022,CA-519,Butte County CoC,Client doesn't know,*
2022,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",11
2022,CA-519,Butte County CoC,Transgender,14
2022,CA-520,Merced County CoC,Cisgender Man,1531
2022,CA-520,Merced County CoC,Cisgender Woman,1479
2022,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-520,Merced County CoC,Questioning,*
2022,CA-520,Merced County CoC,Transgender,*
2022,CA-521,Yolo County CoC,Cisgender Man,705
2022,CA-521,Yolo County CoC,Cisgender Woman,718
2022,CA-521,Yolo County CoC,Client doesn't know,66
2022,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-521,Yolo County CoC,Transgender,*
2022,CA-522,Humboldt County CoC,Cisgender Man,1234
2022,CA-522,Humboldt County CoC,Cisgender Woman,877
2022,CA-522,Humboldt County CoC,Client doesn't know,83
2022,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",29
2022,CA-522,Humboldt County CoC,Questioning,*
2022,CA-522,Humboldt County CoC,Transgender,18
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Man,282
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Woman,335
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Client doesn't know,*
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-524,"Yuba, Sutter Counties CoC",Cisgender Man,1239
2022,CA-524,"Yuba, Sutter Counties CoC",Cisgender Woman,1391
2022,CA-524,"Yuba, Sutter Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-524,"Yuba, Sutter Counties CoC",Transgender,*
2022,CA-525,El Dorado County CoC,Cisgender Man,274
2022,CA-525,El Dorado County CoC,Cisgender Woman,211
2022,CA-525,El Dorado County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-525,El Dorado County CoC,Transgender,*
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Man,429
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Woman,529
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Questioning,*
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Transgender,*
2022,CA-527,Tehama County CoC,Cisgender Man,363
2022,CA-527,Tehama County CoC,Cisgender Woman,335
2022,CA-527,Tehama County CoC,Client doesn't know,*
2022,CA-527,Tehama County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-527,Tehama County CoC,Transgender,*
2022,CA-529,Lake County CoC,Cisgender Man,160
2022,CA-529,Lake County CoC,Cisgender Woman,141
2022,CA-529,Lake County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-529,Lake County CoC,Transgender,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Man,102
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Woman,100
2022,CA-531,Nevada County CoC,Cisgender Man,551
2022,CA-531,Nevada County CoC,Cisgender Woman,456
2022,CA-531,Nevada County CoC,Client doesn't know,24
2022,CA-531,Nevada County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-531,Nevada County CoC,Transgender,*
2022,CA-600,Los Angeles County CoC,Cisgender Man,53226
2022,CA-600,Los Angeles County CoC,Cisgender Woman,35244
2022,CA-600,Los Angeles County CoC,Client doesn't know,1232
2022,CA-600,Los Angeles County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",197
2022,CA-600,Los Angeles County CoC,Questioning,*
2022,CA-600,Los Angeles County CoC,Transgender,693
2022,CA-601,San Diego County CoC,Cisgender Man,14518
2022,CA-601,San Diego County CoC,Cisgender Woman,10534
2022,CA-601,San Diego County CoC,Client doesn't know,59
2022,CA-601,San Diego County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",80
2022,CA-601,San Diego County CoC,Questioning,*
2022,CA-601,San Diego County CoC,Transgender,148
2022,CA-602,Orange County CoC,Cisgender Man,11453
2022,CA-602,Orange County CoC,Cisgender Woman,8610
2022,CA-602,Orange County CoC,Client doesn't know,2905
2022,CA-602,Orange County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",48
2022,CA-602,Orange County CoC,Questioning,*
2022,CA-602,Orange County CoC,Transgender,50
2022,CA-603,Santa Barbara County CoC,Cisgender Man,2314
2022,CA-603,Santa Barbara County CoC,Cisgender Woman,1738
2022,CA-603,Santa Barbara County CoC,Client doesn't know,*
2022,CA-603,Santa Barbara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",14
2022,CA-603,Santa Barbara County CoC,Questioning,*
2022,CA-603,Santa Barbara County CoC,Transgender,*
2022,CA-604,Kern County CoC,Cisgender Man,4368
2022,CA-604,Kern County CoC,Cisgender Woman,3899
2022,CA-604,Kern County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-604,Kern County CoC,Questioning,*
2022,CA-604,Kern County CoC,Transgender,20
2022,CA-606,Long Beach CoC (Los Angeles County),Cisgender Man,2404
2022,CA-606,Long Beach CoC (Los Angeles County),Cisgender Woman,1524
2022,CA-606,Long Beach CoC (Los Angeles County),Client doesn't know,*
2022,CA-606,Long Beach CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-606,Long Beach CoC (Los Angeles County),Questioning,*
2022,CA-606,Long Beach CoC (Los Angeles County),Transgender,17
2022,CA-607,Pasadena CoC (Los Angeles County),Cisgender Man,736
2022,CA-607,Pasadena CoC (Los Angeles County),Cisgender Woman,547
2022,CA-607,Pasadena CoC (Los Angeles County),Client doesn't know,68
2022,CA-607,Pasadena CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-607,Pasadena CoC (Los Angeles County),Transgender,11
2022,CA-608,Riverside County CoC,Cisgender Man,5615
2022,CA-608,Riverside County CoC,Cisgender Woman,5135
2022,CA-608,Riverside County CoC,Client doesn't know,22
2022,CA-608,Riverside County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",26
2022,CA-608,Riverside County CoC,Questioning,*
2022,CA-608,Riverside County CoC,Transgender,64
2022,CA-609,San Bernardino County CoC,Cisgender Man,4865
2022,CA-609,San Bernardino County CoC,Cisgender Woman,4873
2022,CA-609,San Bernardino County CoC,Client doesn't know,*
2022,CA-609,San Bernardino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",13
2022,CA-609,San Bernardino County CoC,Questioning,*
2022,CA-609,San Bernardino County CoC,Transgender,21
2022,CA-611,Ventura County CoC,Cisgender Man,1666
2022,CA-611,Ventura County CoC,Cisgender Woman,1252
2022,CA-611,Ventura County CoC,Client doesn't know,17
2022,CA-611,Ventura County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-611,Ventura County CoC,Transgender,17
2022,CA-612,Glendale CoC (Los Angeles County),Cisgender Man,452
2022,CA-612,Glendale CoC (Los Angeles County),Cisgender Woman,334
2022,CA-612,Glendale CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-612,Glendale CoC (Los Angeles County),Transgender,14
2022,CA-613,Imperial County CoC,Cisgender Man,881
2022,CA-613,Imperial County CoC,Cisgender Woman,976
2022,CA-613,Imperial County CoC,Client doesn't know,*
2022,CA-613,Imperial County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-613,Imperial County CoC,Transgender,*
2022,CA-614,San Luis Obispo County CoC,Cisgender Man,1540
2022,CA-614,San Luis Obispo County CoC,Cisgender Woman,1213
2022,CA-614,San Luis Obispo County CoC,Client doesn't know,13
2022,CA-614,San Luis Obispo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2022,CA-614,San Luis Obispo County CoC,Transgender,*
2023,All,California,Cisgender Man,187746
2023,All,California,Cisgender Woman,143616
2023,All,California,Client doesn't know,5807
2023,All,California,"Culturally Specific, Non-Binary, and/or a Different Identity",1002
2023,All,California,Questioning,77
2023,All,California,Transgender,1848
2023,CA-500,Santa Clara County CoC,Cisgender Man,8746
2023,CA-500,Santa Clara County CoC,Cisgender Woman,6694
2023,CA-500,Santa Clara County CoC,Client doesn't know,21
2023,CA-500,Santa Clara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",44
2023,CA-500,Santa Clara County CoC,Questioning,*
2023,CA-500,Santa Clara County CoC,Transgender,59
2023,CA-501,San Francisco CoC,Cisgender Man,11522
2023,CA-501,San Francisco CoC,Cisgender Woman,7710
2023,CA-501,San Francisco CoC,Client doesn't know,534
2023,CA-501,San Francisco CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",158
2023,CA-501,San Francisco CoC,Questioning,11
2023,CA-501,San Francisco CoC,Transgender,279
2023,CA-502,Alameda County CoC,Cisgender Man,7697
2023,CA-502,Alameda County CoC,Cisgender Woman,5855
2023,CA-502,Alameda County CoC,Client doesn't know,*
2023,CA-502,Alameda County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",53
2023,CA-502,Alameda County CoC,Questioning,*
