City,State,Cost of Living Index,total_crime,Average Income,latitude,longitude,temp_month_1,precip_month_1,temp_month_2,precip_month_2,temp_month_3,precip_month_3,temp_month_4,precip_month_4,temp_month_5,precip_month_5,temp_month_6,precip_month_6,temp_month_7,precip_month_7,temp_month_8,precip_month_8,temp_month_9,precip_month_9,temp_month_10,precip_month_10,temp_month_11,precip_month_11,temp_month_12,precip_month_12,avg_annual_temp,avg_annual_precip
Hutchinson,KS,84.0,11,51423.0,38.0608444,-97.9297743,1.71,39.65,2.52,24.88,6.97,8.64,13.28,30.2,19.27,52.64,24.13,139.65,27.21,44.76,27.09,75.4,23.22,27.31,15.24,36.54,7.21,31.61,4.51,56.97,14.363333333333335,47.354166666666664
Idaho Falls,ID,91.7,0,60032.0,43.4887907,-112.03628,-8.23,24.94,-8.35,14.16,-3.4,38.21,4.5,17.97,14.15,54.87,15.92,21.53,21.18,1.84,20.93,38.3,15.53,39.25,8.61,37.84,1.88,18.41,-2.37,10.96,6.695833333333333,26.52333333333333
Indiana,PA,90.8,3,48336.0,40.6424116,-79.1262839,1.96,124.3,2.3,46.99,3.16,76.49,10.49,60.0,13.35,73.16,17.64,117.62,21.73,179.76,20.18,144.6,17.42,60.33,11.87,91.66,4.14,58.81,3.66,71.34,10.658333333333333,92.08833333333332
Indianapolis,IN,90.2,96,,39.7683331,-86.1583502,2.39,90.98,3.89,66.29,4.93,143.55,11.5,66.18,17.18,68.02,21.17,43.56,23.82,137.88,22.49,96.25,19.81,33.61,13.49,72.53,6.44,22.9,4.54,37.66,12.637499999999998,73.28416666666666
Iowa City,IA,93.5,84,63487.0,41.6612561,-91.5299106,-2.73,43.31,-1.79,78.69,2.67,39.19,10.05,41.41,17.23,63.99,21.75,40.09,22.96,61.87,22.55,60.14,20.07,54.7,12.4,67.17,3.54,12.2,1.71,50.38,10.8675,51.095
Ithaca,NY,101.7,71,54159.0,42.4374175,-76.5483723513926,0.31,91.56,-0.71,32.56,1.05,63.35,9.39,74.48,11.74,60.59,17.37,157.59,21.89,148.58,18.5,111.04,16.11,38.18,11.74,91.81,2.91,36.65,2.21,134.8,9.375833333333333,86.76583333333333
Jackson,MI,87.4,0,48818.0,42.2416466,-84.425589,-0.06,67.2,0.21,91.08,2.2,111.18,9.16,69.24,14.42,32.79,18.62,25.33,21.62,147.62,19.77,101.81,17.5,60.67,11.21,82.22,3.55,31.31,3.43,64.05,10.135833333333334,73.70833333333333
Jackson,MS,87.8,38,51350.0,32.2998686,-90.1830408,11.34,186.6,13.85,128.79,15.9,144.48,18.14,219.76,22.9,58.87,26.85,148.68,29.01,90.81,30.52,1.35,26.73,17.64,19.92,8.11,13.36,62.04,10.22,95.27,19.895,96.86666666666667
Jackson,TN,85.2,28,55537.0,35.6144446,-88.8177418,8.45,168.05,9.92,98.02,11.16,135.56,15.23,125.32,20.44,151.97,24.24,50.05,26.38,171.92,25.72,176.16,22.47,30.24,17.21,35.45,10.6,47.89,7.77,49.05,16.6325,103.30666666666667
Jacksonville,FL,99.0,75,58975.0,30.3321838,-81.655651,15.21,35.37,19.01,46.99,19.32,85.24,22.09,85.55,23.7,120.93,26.76,204.29,29.37,228.88,29.52,116.64,26.18,150.32,22.0,87.77,17.24,80.17,14.97,164.18,22.114166666666673,117.19416666666667
Jacksonville,NC,91.7,0,53594.0,34.7494749,-77.4208221,10.24,69.89,12.36,78.54,13.17,53.34,17.8,121.85,19.12,134.0,23.04,128.34,26.91,118.81,26.65,231.27,23.21,118.5,17.44,22.06,11.9,50.26,9.76,197.45,17.633333333333336,110.35916666666667
Jamestown,NY,91.3,3,49640.0,42.0965167,-79.2380322,0.68,111.31,0.24,66.7,1.1,107.65,9.59,80.87,12.2,45.82,17.12,103.92,20.92,130.84,19.34,86.77,16.97,46.28,11.71,105.06,3.55,53.67,3.03,74.67,9.704166666666667,84.46333333333332
Janesville,WI,89.8,1,56319.0,42.6829765,-89.0226793,-1.89,46.63,-2.55,93.68,1.31,51.81,9.11,67.07,15.26,56.91,20.31,33.54,22.53,125.97,21.66,55.91,18.94,96.76,11.84,93.93,3.24,31.79,1.94,44.77,10.141666666666666,66.56416666666667
Jefferson City,MO,86.3,16,61479.0,38.577359,-92.1724265,3.5,49.36,5.17,76.25,7.35,80.35,14.06,26.28,19.66,41.41,23.98,53.46,26.33,94.43,25.24,161.42,21.88,17.89,15.57,72.97,8.35,17.32,6.31,62.29,14.783333333333331,62.78583333333333
Johnson City,TN,88.1,17,55967.0,36.3134398,-82.3534728,6.14,128.66,9.1,117.46,9.08,94.96,13.91,83.56,17.08,86.22,19.88,81.78,24.1,129.44,23.42,191.62,20.85,59.99,14.87,33.57,8.73,30.12,5.68,98.22,14.403333333333334,94.63333333333333
Johnstown,PA,87.6,0,50932.0,40.3267407,-78.9219698,2.49,115.58,3.52,68.86,3.36,88.92,11.22,61.59,13.95,74.31,18.26,133.39,22.58,171.69,20.92,132.38,17.78,65.9,12.17,100.86,4.9,68.82,4.08,71.2,11.269166666666669,96.12500000000001
Jonesboro,AR,85.2,0,49625.0,35.8272257,-90.6949871,7.3,152.89,9.06,108.08,10.49,204.66,15.82,96.05,21.73,72.24,25.19,113.27,26.96,205.03,26.34,86.14,23.72,53.08,17.81,131.67,10.93,53.76,7.52,68.01,16.905833333333337,112.07333333333332
Joplin,MO,85.2,5,47246.0,37.0841838,-94.5133385,5.24,43.26,6.67,72.26,8.65,88.47,14.61,27.51,19.92,105.63,24.42,71.54,27.46,75.2,27.08,111.66,22.86,95.21,15.76,75.73,10.06,28.32,6.7,64.54,15.785833333333334,71.61083333333333
Kahului,HI,158.5,3,,20.8894101,-156.4727118,9.58,384.66,7.94,101.47,7.49,294.87,10.91,30.4,12.04,42.03,13.44,0.28,14.95,0.36,15.85,6.23,13.51,13.2,14.14,37.32,12.67,89.07,12.12,264.83,12.053333333333333,105.39333333333333
Kalamazoo,MI,89.3,32,63668.0,42.291707,-85.5872286,0.39,71.77,0.16,111.72,2.37,131.29,9.88,98.14,14.77,45.0,20.15,23.82,22.26,160.29,20.6,75.17,18.05,60.79,11.74,142.53,4.09,40.95,3.48,67.55,10.661666666666667,85.75166666666667
Kalispell,MT,112.7,4,68725.0,48.202158,-114.315321,-3.71,15.95,-3.89,15.1,-0.68,5.23,6.0,11.01,15.19,47.81,16.98,23.89,20.55,4.69,20.02,70.02,14.06,20.18,6.92,17.52,0.28,44.41,-1.09,18.76,7.552499999999999,24.5475
Kankakee,IL,91.0,0,53698.0,41.1253903,-87.848682,0.05,47.81,0.6,76.75,3.24,89.67,10.84,40.24,16.73,53.82,20.97,31.67,22.65,143.76,21.9,83.14,18.99,100.3,12.99,115.74,4.84,26.94,3.45,87.93,11.437499999999998,74.81416666666667
Kansas City,MO,91.6,96,57518.0,39.100105,-94.5781416,1.51,55.84,3.45,55.31,5.92,62.13,13.55,43.28,19.58,76.4,24.13,35.56,25.28,160.12,25.51,91.41,22.41,47.4,14.42,104.1,7.84,23.53,5.17,85.89,14.064166666666665,70.08083333333333
Kapaa,HI,164.9,0,61257.0,22.0747334,-159.3191601,9.58,384.66,7.94,101.47,7.49,294.87,10.91,30.4,12.04,42.03,13.44,0.28,14.95,0.36,15.85,6.23,13.51,13.2,14.14,37.32,12.67,89.07,12.12,264.83,12.053333333333333,105.39333333333333
Keene,NH,102.1,3,67094.0,42.933597,-72.2784264,-0.77,126.38,-2.63,31.01,1.46,95.57,8.85,66.51,12.42,88.64,18.15,157.82,22.55,270.41,19.27,104.87,17.0,92.71,11.88,71.23,1.51,47.18,1.44,131.17,9.260833333333332,106.95833333333333
Kennewick,WA,99.7,0,56969.0,46.2087066,-119.119919,1.98,13.57,3.29,7.17,6.52,14.02,10.93,20.71,19.13,1.88,21.46,0.25,25.53,1.77,24.26,8.24,19.07,5.35,12.53,20.28,4.77,23.33,3.57,40.3,12.753333333333336,13.0725
Key West,FL,140.0,0,130525.0,24.5548262,-81.8020722,23.04,5.24,25.29,1.02,25.49,7.77,26.71,46.53,27.14,86.21,29.25,85.13,30.58,43.95,30.4,151.67,29.37,201.36,27.43,84.3,25.35,40.9,21.86,150.39,26.825833333333335,75.37249999999999
Killeen,TX,88.6,1,51898.0,31.1171441,-97.727796,11.66,27.92,12.14,45.13,17.19,36.87,18.56,91.7,23.14,97.25,29.09,9.27,31.59,0.31,32.19,1.42,28.66,83.1,20.64,104.86,14.18,23.05,11.77,76.66,20.900833333333335,49.794999999999995
Kingsport,TN,86.0,0,54453.0,36.550238,-82.5594293,5.84,115.26,9.14,120.85,9.14,90.02,14.39,69.6,17.71,88.95,20.53,85.56,24.63,80.94,23.93,197.45,21.48,34.13,15.39,35.02,8.99,31.98,5.82,113.16,14.749166666666667,88.57666666666667
Kingston,NY,106.1,0,66314.0,41.9287812,-74.0023702,2.33,105.73,0.59,36.79,3.97,93.26,11.87,124.55,14.68,34.63,19.83,116.78,24.6,216.61,21.61,131.94,18.59,217.07,14.12,95.9,4.43,54.52,3.62,193.07,11.686666666666667,118.40416666666665
Klamath Falls,OR,97.1,6,51246.0,42.224867,-121.78167,-1.45,26.47,0.44,8.76,-0.14,51.45,6.54,11.87,12.87,49.82,15.52,6.99,21.15,0.65,19.47,19.65,13.62,30.32,9.77,7.04,4.43,18.19,2.71,59.53,8.744166666666667,24.228333333333335
Knoxville,TN,91.6,59,67323.0,35.9603948,-83.9210261,6.67,156.86,9.61,121.43,10.57,131.5,14.73,84.14,18.98,53.45,21.88,161.76,25.35,117.44,24.98,178.42,22.5,16.19,16.22,16.75,10.68,52.31,6.82,161.12,15.749166666666666,104.28083333333332
Kokomo,IN,84.9,1,,40.4864444,-86.1336351,1.81,66.22,2.2,95.96,3.86,110.07,11.11,60.86,15.67,43.16,20.0,58.94,22.52,97.86,21.2,96.39,18.47,33.54,13.21,117.89,5.38,13.17,4.1,46.59,11.6275,70.05416666666666
La Crosse,WI,91.8,15,62336.0,43.8122836,-91.2514355,-4.85,50.4,-4.13,57.21,0.39,63.75,8.57,97.55,15.83,45.33,21.51,61.12,21.91,108.67,22.31,46.21,19.26,76.35,11.12,90.51,3.14,4.61,0.97,25.98,9.669166666666667,60.64083333333334
Lafayette,LA,89.6,18,66179.0,30.2262187,-92.0178202,14.83,211.89,15.65,74.97,18.98,49.75,20.09,205.87,24.67,67.66,29.03,66.04,29.72,97.4,31.43,18.78,27.86,91.18,21.41,40.76,15.68,65.61,13.18,211.74,21.877499999999998,100.1375
Lagrange,GA,86.0,5,47658.0,33.039291,-85.0313269,9.92,174.11,13.22,80.83,13.83,237.3,16.71,123.36,20.15,87.18,23.66,147.38,26.72,106.78,26.82,134.37,22.95,24.59,17.37,74.32,11.87,75.62,8.37,51.3,17.6325,109.76166666666664
Lake Charles,LA,89.4,16,54129.0,30.2305095,-93.2169807,14.61,170.38,15.4,64.32,19.02,39.36,19.93,210.07,24.49,107.37,28.14,64.71,29.87,116.41,31.75,42.44,28.12,57.84,21.88,49.54,15.6,50.73,13.14,130.53,21.829166666666666,91.97500000000001
Lake City,FL,93.6,0,45995.0,30.1894252,-82.6394803,13.5,53.76,17.58,66.11,18.54,118.18,20.95,106.77,22.8,126.45,25.63,265.8,28.56,109.07,28.85,117.96,25.25,81.61,20.39,73.42,15.48,82.5,13.8,180.44,20.944166666666664,115.1725
Lake Havasu City,AZ,98.4,1,46777.0,34.4775296,-114.3379972,11.98,13.64,13.01,11.52,16.16,27.67,22.7,0.0,28.16,5.37,30.51,0.18,37.73,0.01,35.79,15.6,30.86,12.9,25.21,0.16,17.68,3.73,13.58,5.35,23.614166666666662,8.010833333333332
Lakeland,FL,96.4,6,44430.0,28.0394654,-81.9498042,17.6,31.96,20.58,12.34,21.71,23.28,24.38,45.94,25.35,173.78,27.55,307.49,29.24,180.29,29.64,203.29,27.67,88.19,23.89,52.04,20.49,65.87,17.48,84.76,23.798333333333336,105.76916666666665
Lancaster,PA,99.5,25,66876.0,40.03813,-76.3056686,4.19,71.19,4.52,34.62,5.71,70.12,13.23,88.13,15.43,15.58,20.4,78.13,25.45,131.74,23.44,45.31,19.94,129.36,14.07,66.37,5.71,64.35,4.49,188.88,13.048333333333334,81.98166666666667
Lansing,MI,88.7,0,52560.0,42.7338254,-84.5546295,-0.1,54.21,-0.21,80.94,2.13,98.01,9.67,119.54,14.65,27.94,20.05,21.92,22.33,179.33,20.25,115.01,17.78,45.16,11.15,129.46,3.61,52.96,3.3,50.87,10.384166666666667,81.27916666666668
Laredo,TX,90.1,5,42757.0,27.5075005,-99.5069922,16.9,14.96,18.01,2.63,22.5,13.54,22.65,111.43,26.91,95.93,32.15,19.56,32.85,1.25,32.46,103.88,30.92,77.48,24.12,60.27,17.65,47.19,16.34,29.05,24.455,48.0975
Las Cruces,NM,88.8,266,47712.0,32.3140354,-106.779807,6.63,8.91,7.76,2.47,12.14,2.52,16.97,0.0,21.9,20.15,26.28,1.66,30.99,10.35,28.63,30.33,25.66,18.85,19.25,11.26,11.8,8.61,7.34,12.17,17.945833333333336,10.606666666666666
Las Vegas,NV,100.7,107,63767.0,36.1672559,-115.148516,7.28,21.03,8.7,8.21,11.42,14.63,19.25,0.05,24.36,0.39,26.96,6.86,35.32,0.13,30.92,31.46,25.97,29.43,21.15,2.17,13.7,1.81,10.79,2.93,19.651666666666664,9.925
Laurel,MS,85.9,0,49765.0,31.6940509,-89.1306124,12.13,257.79,14.07,119.41,17.05,90.78,19.56,192.96,23.13,135.3,26.88,123.23,28.56,112.09,30.62,28.74,26.23,41.45,19.48,40.06,14.08,63.11,10.72,101.61,20.209166666666665,108.87749999999998
Lawrence,KS,91.6,59,56846.0,38.9719137,-95.2359403,1.25,31.4,3.25,58.61,6.2,65.89,13.65,56.87,19.63,146.0,24.22,32.7,25.99,114.27,26.51,78.46,22.8,50.33,14.99,92.99,7.85,46.82,5.02,55.28,14.280000000000001,69.135
Lawton,OK,82.8,1,51375.0,34.6086854,-98.3903305,6.95,18.27,7.54,55.44,11.2,50.64,15.48,30.73,21.59,117.49,26.3,96.04,29.24,122.41,30.69,19.59,26.55,66.29,17.91,138.81,11.24,16.47,8.14,55.48,17.735833333333336,65.63833333333334
Lebanon,PA,95.4,0,58851.0,40.375713,-76.4626118,3.72,96.6,3.87,31.6,5.04,82.36,12.48,87.55,14.99,10.4,19.72,120.37,24.51,151.44,22.53,70.88,19.21,119.4,13.54,69.11,5.35,68.84,3.8,160.98,12.396666666666667,89.1275
Lewiston,ID,92.5,9,56586.0,46.4195913,-117.0216144,2.07,13.74,3.38,12.87,6.11,25.36,10.85,31.11,19.23,24.79,21.42,21.46,25.36,1.85,24.43,19.76,18.53,24.31,12.82,32.59,5.6,43.55,4.66,40.94,12.871666666666664,24.360833333333332
Lewiston,ME,99.7,31,53731.0,44.1004515,-70.2150294,-1.8,143.83,-4.22,33.11,1.26,73.44,7.5,74.01,12.96,183.65,16.81,151.49,22.39,172.31,19.47,204.1,17.85,122.37,12.38,91.25,1.84,69.27,-0.02,218.65,8.868333333333334,128.12333333333333
Lexington,KY,91.1,170,65766.0,38.0464066,-84.4970393,5.57,163.48,7.42,97.93,8.02,105.81,13.33,72.01,17.32,73.52,20.91,121.04,24.74,161.3,23.75,92.73,20.91,28.16,15.13,67.75,8.38,43.34,5.96,67.8,14.286666666666667,91.23916666666666
Lima,OH,87.2,3,54010.0,40.7399785,-84.105006,1.71,94.55,3.37,78.25,4.48,143.72,11.09,76.64,16.14,66.99,20.14,91.1,23.53,84.83,21.56,78.5,19.21,13.09,13.34,90.35,5.97,30.32,4.81,32.11,12.112500000000002,73.37083333333335
Lincoln,NE,94.7,91,66280.0,40.8088861,-96.7077751,-1.87,35.43,-0.81,37.16,3.35,18.08,11.6,20.74,19.07,18.64,23.89,101.33,23.94,167.1,24.62,102.07,21.4,16.83,13.28,37.39,5.95,17.49,2.13,46.72,12.212499999999999,51.58166666666667
Little Rock,AR,88.0,18,65851.0,34.7465071,-92.2896267,8.91,199.97,10.09,179.67,12.57,220.31,16.48,217.25,22.16,65.19,26.15,107.78,27.96,101.15,28.72,47.73,25.11,14.07,18.74,149.14,11.65,83.62,8.39,52.64,18.0775,119.87666666666668
London,KY,84.6,0,42337.0,37.1283343,-84.0835576,5.64,121.82,7.94,117.95,8.41,95.49,13.48,93.39,17.2,59.16,20.29,162.23,24.08,104.96,22.97,108.47,20.39,48.72,14.44,37.06,8.28,42.44,5.58,94.84,14.058333333333335,90.54416666666667
Longview,TX,88.5,0,59997.0,32.5007031,-94.74049,11.11,181.02,12.19,85.23,15.69,98.29,17.17,192.84,22.3,70.15,26.57,151.97,28.92,49.73,31.22,52.18,26.23,58.93,19.59,125.7,12.85,51.46,10.05,52.67,19.49083333333333,97.51416666666667
Longview,WA,101.6,1,57947.0,46.1377048,-122.934462,5.65,98.56,4.52,85.89,6.52,92.53,9.48,155.89,15.95,24.25,16.33,17.49,19.91,4.1,21.21,16.12,16.2,44.58,12.1,83.14,7.24,146.46,6.55,220.35,11.805,82.44666666666667
Lubbock,TX,88.8,82,54313.0,33.5855677,-101.8470215,6.57,12.47,6.65,4.91,11.43,0.13,14.58,5.71,20.85,137.64,25.64,45.59,28.45,37.79,28.85,5.24,25.17,98.63,16.92,88.91,10.72,2.97,7.33,33.75,16.930000000000003,39.47833333333333
Lufkin,TX,88.2,0,51080.0,31.3386242,-94.7288558,12.18,143.7,14.06,69.0,17.17,81.2,18.34,177.23,23.52,146.49,28.41,27.11,30.78,4.02,32.2,20.83,27.26,109.58,20.35,97.13,14.25,55.75,11.54,58.62,20.838333333333328,82.555
Lumberton,NC,83.4,2,43550.0,34.6183305,-79.008205,10.26,110.9,12.82,66.61,13.5,73.7,17.64,125.33,19.6,38.55,23.69,118.4,27.86,155.51,27.16,192.22,22.99,61.27,17.69,27.51,11.93,69.73,9.67,142.2,17.900833333333335,98.49416666666667
Lynchburg,VA,93.6,68,63450.0,37.4137536,-79.1422464,6.62,78.77,9.03,81.88,9.54,38.04,14.61,133.78,16.84,58.66,19.77,118.03,24.8,247.13,23.23,81.07,19.86,87.22,14.17,30.1,6.92,58.93,4.65,130.76,14.17,95.36416666666666
Macon,GA,87.2,28,48455.0,32.8406946,-83.6324022,10.86,198.24,14.43,64.59,15.21,141.21,17.71,90.63,21.11,94.56,24.75,144.59,28.08,57.36,28.03,142.5,23.76,42.15,18.04,75.37,12.97,45.33,10.09,56.72,18.75333333333333,96.10416666666667
Madera,CA,108.9,0,46709.0,37.1716264,-119.7737991,6.83,192.31,7.44,95.94,8.69,176.44,14.75,0.14,18.83,23.84,21.5,2.69,28.28,0.01,26.13,3.39,21.71,3.71,18.49,0.53,13.0,17.47,10.33,35.0,16.331666666666667,45.955833333333324
Madison,WI,99.5,112,77996.0,43.074761,-89.3837613,-2.29,50.76,-2.77,79.58,0.49,75.01,9.21,58.65,15.43,27.05,20.57,21.26,22.44,162.05,21.86,69.39,19.16,94.8,11.48,87.28,3.53,24.94,1.64,40.27,10.0625,65.92
Manchester,NH,109.6,16,76187.0,42.9956397,-71.4547891,0.76,155.23,-1.64,33.74,2.49,86.85,9.33,112.96,13.48,90.27,17.93,136.76,23.13,260.81,19.91,123.69,18.14,161.07,12.85,74.13,2.77,54.46,2.41,201.39,10.129999999999999,124.27999999999997
Manhattan,KS,89.6,22,53971.0,39.1836082,-96.5716694,0.37,42.54,1.9,25.99,5.89,17.52,13.18,51.08,19.22,100.28,24.0,74.57,26.07,107.27,26.64,59.06,22.78,23.89,14.73,49.56,6.95,40.16,3.53,66.73,13.771666666666667,54.887499999999996
Manitowoc,WI,87.8,0,57585.0,44.0998341,-87.827992,-2.82,31.57,-3.56,75.45,-0.26,78.79,7.54,72.61,12.41,29.38,18.23,48.14,21.19,80.8,20.0,96.36,17.42,22.33,10.73,108.09,2.84,21.16,1.29,41.97,8.750833333333334,58.88750000000001
Mankato,MN,95.3,3,55016.0,44.1634663,-93.9993505,-7.59,44.16,-7.81,53.45,-2.96,27.95,7.03,58.97,16.49,152.85,22.31,36.71,21.2,28.48,21.7,86.9,19.21,62.46,10.36,110.99,2.48,2.72,0.42,24.43,8.570000000000002,57.505833333333335
Mansfield,OH,86.2,2,48116.0,40.75839,-82.5154471,1.3,114.14,2.75,52.03,3.56,106.03,10.71,68.45,14.58,57.07,18.67,120.21,22.41,126.48,20.77,177.22,17.84,14.62,12.02,86.12,4.76,40.94,4.04,57.18,11.1175,85.04083333333334
Marinette,WI,86.6,0,53841.0,45.3834983,-88.0409574,-4.1,40.75,-5.22,49.1,-2.49,52.59,5.52,113.32,12.53,61.75,17.91,48.26,19.7,128.28,18.42,75.37,16.46,46.68,9.12,105.58,1.63,12.68,-0.18,25.93,7.4416666666666655,63.35749999999999
Marion,IN,81.8,4,,40.5583739,-85.6591442,2.23,74.56,2.79,102.02,4.29,95.7,11.39,68.27,16.15,54.1,20.58,55.4,23.48,96.35,21.88,137.14,19.25,67.51,13.48,126.6,5.72,12.64,4.51,46.36,12.14583333333333,78.05416666666666
Marion,OH,85.7,0,45112.0,40.5885271,-83.1895249,2.1,96.76,3.44,52.0,4.7,106.16,11.25,56.59,15.49,47.87,19.94,92.36,23.22,86.79,21.57,129.33,19.05,10.6,13.54,65.81,5.88,31.86,5.05,59.76,12.102500000000001,69.6575
Marquette,MI,91.3,14,49300.0,46.4481521,-87.6305899,-6.51,75.41,-7.24,48.01,-4.19,61.5,3.26,138.1,10.96,110.12,15.93,95.58,17.3,104.39,16.41,87.24,15.1,41.74,7.41,83.96,-0.35,38.63,-1.49,43.13,5.549166666666668,77.31750000000001
Marshall,TX,89.9,3,50269.0,32.5447756,-94.3661004,11.02,207.16,12.32,82.94,15.15,113.02,16.7,193.55,22.06,80.34,26.26,120.71,28.4,53.35,31.06,12.73,25.85,71.65,19.59,115.8,12.44,69.13,9.72,48.61,19.214166666666667,97.41583333333334
Martinsville,VA,85.0,0,,36.6915262,-79.8725386,6.28,109.35,9.13,89.66,9.41,55.88,14.26,155.61,16.98,110.8,20.14,158.08,25.21,142.72,23.78,137.38,20.46,78.58,15.16,30.13,8.1,45.54,6.11,150.59,14.585,105.36
Mcallen,TX,86.0,3,34373.0,26.204114,-98.2300605,19.41,2.26,19.37,2.68,23.56,56.09,23.73,120.69,27.46,130.38,31.23,12.85,31.48,13.52,31.75,22.71,30.88,23.39,25.31,40.54,18.82,64.88,17.8,15.61,25.066666666666663,42.13333333333333
Meadville,PA,88.5,4,51236.0,41.641445,-80.151449,0.9,132.13,1.22,76.1,1.88,97.82,9.76,76.08,12.69,39.86,17.39,84.24,21.07,154.79,19.28,101.42,16.94,33.22,12.1,91.79,3.86,54.29,3.33,79.48,10.034999999999998,85.10166666666666
Medford,OR,107.5,0,62541.0,42.3264181,-122.8718605,5.15,41.77,4.51,29.07,5.54,73.03,10.98,29.69,17.05,25.85,19.97,18.11,24.6,0.0,24.39,5.4,18.59,40.41,13.77,26.54,7.98,45.24,6.82,63.8,13.279166666666667,33.2425
Memphis,TN,88.2,131,61979.0,35.1460249,-90.0517638,8.84,209.86,9.84,99.25,12.1,211.67,16.19,163.7,22.06,54.35,25.67,126.73,27.5,155.32,27.2,89.32,24.29,37.68,18.61,45.29,11.87,66.82,8.56,61.68,17.727500000000003,110.13916666666667
Merced,CA,108.2,23,46654.0,37.1641544,-120.7678602,9.29,140.1,8.94,44.52,10.86,92.29,15.82,1.15,18.6,19.27,21.73,0.04,27.23,0.19,26.25,1.63,22.3,0.62,19.22,1.02,13.44,17.51,11.05,53.66,17.060833333333335,31.0
Meridian,MS,82.0,3,50952.0,32.3643098,-88.703656,11.41,190.9,14.29,194.91,15.91,90.12,17.94,175.37,22.72,103.09,26.51,191.22,28.21,144.18,29.44,14.2,25.28,55.14,19.05,21.5,12.98,53.68,10.14,70.48,19.49,108.73250000000002
Michigan City,IN,87.8,0,,41.7075394,-86.8950297,0.8,52.16,0.68,98.66,2.61,113.44,10.16,50.83,15.26,62.82,19.61,79.22,22.28,123.23,21.46,99.4,18.71,66.45,12.79,161.51,4.89,21.52,3.85,69.43,11.091666666666667,83.22250000000001
Midland,MI,87.0,1,64106.0,43.6155825,-84.2472117,-0.3,56.76,-1.49,75.67,1.38,72.52,9.26,89.99,13.93,18.74,19.68,54.68,22.1,179.38,19.83,150.18,17.83,31.31,11.63,78.07,3.64,46.14,3.3,46.05,10.065833333333332,74.9575
Midland,TX,97.8,1,144532.0,31.83688,-102.0103767,8.85,5.73,9.68,5.34,14.54,0.21,18.09,0.27,23.44,40.15,29.22,1.78,30.73,7.07,30.89,17.55,27.58,29.08,19.52,78.85,12.98,20.35,9.99,13.82,19.625833333333333,18.349999999999998
Milwaukee,WI,93.8,116,60114.0,43.0386475,-87.9090751,-0.21,42.56,-0.51,99.3,2.01,78.22,8.74,63.31,13.29,27.58,18.81,44.44,22.41,113.78,22.06,85.53,19.11,112.75,12.33,76.94,4.84,47.45,3.74,51.52,10.551666666666666,70.28166666666665
Minot,ND,90.7,8,66524.0,48.23251,-101.296273,-9.78,2.27,-9.07,2.97,-9.94,7.84,1.95,17.17,15.61,111.53,20.9,34.07,19.85,23.02,20.2,60.68,16.42,38.21,6.12,42.57,-0.46,3.2,-2.85,5.22,5.7458333333333345,29.0625
Missoula,MT,103.4,37,68344.0,46.8701049,-113.995267,-4.36,27.29,-3.51,15.24,0.46,18.74,6.55,18.63,15.51,57.54,17.05,46.69,21.3,3.77,20.09,59.46,14.73,39.13,8.2,25.11,1.37,18.38,-0.72,13.48,8.055833333333334,28.62166666666667
Mobile,AL,88.3,30,50513.0,30.6913462,-88.0437509,14.06,99.33,16.5,77.44,18.29,95.38,20.36,195.15,24.25,96.64,27.53,221.18,29.44,169.41,30.93,86.15,27.26,68.02,20.88,35.47,15.51,104.91,12.83,155.56,21.486666666666665,117.05333333333333
Modesto,CA,112.3,3,53058.0,37.6393419,-120.9968892,9.28,150.0,8.47,53.14,10.39,111.86,15.58,1.94,18.5,9.43,21.45,0.05,26.6,0.0,26.09,0.67,21.88,1.2,18.91,7.69,12.67,13.81,10.81,68.65,16.719166666666666,34.870000000000005
Monroe,LA,86.5,3,49818.0,32.5025471,-92.116219,11.04,215.78,12.97,89.06,15.84,105.57,17.32,166.86,22.76,67.62,26.66,104.23,28.63,84.4,30.53,36.22,25.89,63.2,19.68,22.74,12.93,70.19,10.22,79.53,19.539166666666667,92.11666666666667
Monroe,MI,90.5,0,59956.0,41.9153358,-83.5135665,1.24,62.23,1.4,94.38,3.59,87.05,10.24,62.32,15.44,24.34,20.3,73.19,23.18,134.68,21.27,135.92,19.12,39.99,12.93,68.2,4.96,24.91,4.86,54.86,11.544166666666667,71.83916666666666
Montgomery,AL,88.5,36,53891.0,32.37742,-86.3091683,11.46,170.59,15.11,84.2,15.81,133.99,18.43,132.54,21.75,85.35,25.63,156.92,28.1,170.79,28.53,82.98,24.91,89.09,18.69,69.61,12.65,94.92,9.69,51.05,19.23,110.16916666666667
Morehead City,NC,102.2,0,68500.0,34.7229391,-76.7260436,10.08,96.42,11.68,96.16,12.47,67.53,17.38,149.54,19.1,111.11,22.87,116.99,27.22,195.69,26.67,296.92,23.22,173.45,17.6,39.5,12.84,69.17,9.71,173.99,17.570000000000004,132.20583333333335
Morgantown,WV,88.5,67,58418.0,39.6296809,-79.9559437,3.78,118.89,5.15,60.91,5.62,79.84,11.99,46.04,14.73,74.01,19.01,97.89,23.35,92.53,21.84,152.55,18.82,45.91,13.1,92.74,5.98,53.49,5.12,72.08,12.374166666666666,82.24000000000001
Morristown,TN,87.3,3,50094.0,36.2139814,-83.2948923,5.86,115.07,9.0,127.76,9.85,86.74,14.35,65.41,18.14,58.37,20.76,105.54,24.48,73.26,23.75,217.12,21.34,41.06,15.35,27.28,9.68,32.14,6.06,80.61,14.885,85.86333333333333
